625,7
15,626
8,627
5,628
12,629
15,630
2,631
14,632
10,633
6,634
6,635
9,636
3,637
10,638
638,9
15,639
10,640
640,9
8,641
14,642
642,15
13,643
15,644
10,645
6,646
6,647
12,648
0,649
5,650
7,651
12,652
5,653
8,654
5,655
8,656
9,657
9,658
7,659
13,660
4,661
7,662
662,13
8,663
7,664
3,665
12,666
5,667
3,668
0,669
7,670
10,671
12,672
8,673
11,674
5,675
8,676
11,677
10,678
11,679
7,680
9,681
1,682
5,683
1,684
2,685
5,686
14,687
687,10
7,688
4,689
3,690
9,691
1,692
15,693
693,6
12,694
9,695
7,696
9,697
0,698
7,699
13,700
3,701
12,702
2,703
9,704
10,705
10,706
4,707
8,708
11,709
15,710
8,711
13,712
14,713
9,714
714,11
4,715
5,716
0,717
14,718
14,719
4,720
7,721
8,722
15,723
2,724
3,725
725,6
13,726
7,727
11,728
10,729
1,730
1,731
1,732
14,733
6,734
4,735
735,13
13,736
736,11
2,737
0,738
8,739
5,740
14,741
741,3
2,742
14,743
3,744
2,745
6,746
4,747
2,748
6,749
8,750
2,751
8,752
1,753
5,754
15,755
4,756
14,757
757,15
5,758
9,759
13,760
11,761
3,762
8,763
4,764
8,765
765,12
0,766
5,767
12,768
9,769
4,770
1,771
10,772
15,773
0,774
11,775
6,776
7,777
5,778
2,779
6,780
7,781
13,782
6,783
11,784
11,785
2,786
13,787
15,788
15,789
8,790
7,791
7,792
792,6
0,793
0,794
0,795
8,796
4,797
3,798
0,799
11,800
10,801
7,802
0,803
5,804
15,805
8,806
9,807
14,808
1,809
12,810
8,811
1,812
6,813
13,814
4,815
6,816
8,817
8,818
14,819
8,820
2,821
2,822
14,823
5,824
5,825
15,826
8,827
10,828
3,829
1,830
3,831
831,11
3,832
7,833
14,834
834,15
3,835
4,836
14,837
837,0
3,838
4,839
11,840
840,6
7,841
11,842
15,843
15,844
15,845
8,846
0,847
7,848
13,849
1,850
2,851
10,852
9,853
4,854
4,855
1,856
12,857
2,858
9,859
10,860
0,861
0,862
862,2
3,863
863,10
8,864
6,865
12,866
4,867
0,868
15,869
5,870
3,871
1,872
872,3
8,873
11,874
3,875
875,11
9,876
2,877
13,878
0,879
13,880
1,881
11,882
11,883
0,884
11,885
13,886
14,887
1,888
1,889
15,890
0,891
6,892
892,5
0,893
9,894
894,7
4,895
1,896
13,897
5,898
11,899
10,900
4,901
12,902
8,903
12,904
15,905
5,906
6,907
13,908
0,909
5,910
2,911
2,912
0,913
913,11
10,914
3,915
3,916
8,917
4,918
1,919
1,920
3,921
6,922
8,923
15,924
924,0
15,925
13,926
12,927
7,928
15,929
11,930
12,931
13,932
10,933
13,934
14,935
935,10
7,936
13,937
3,938
6,939
939,11
1,940
5,941
14,942
6,943
9,944
1,945
13,946
12,947
2,948
11,949
13,950
9,951
10,952
6,953
1,954
3,955
6,956
8,957
957,3
7,958
7,959
10,960
7,961
11,962
6,963
11,964
15,965
8,966
1,967
6,968
3,969
969,2
5,970
15,971
5,972
2,973
973,11
2,974
6,975
15,976
15,977
12,978
7,979
6,980
13,981
1,982
8,983
8,984
12,985
1,986
13,987
0,988
2,989
9,990
4,991
6,992
13,993
5,994
13,995
15,996
0,997
9,998
0,999
2,1000
4,1001
12,1002
1,1003
10,1004
1004,3
2,1005
10,1006
0,1007
4,1008
6,1009
5,1010
6,1011
0,1012
1,1013
11,1014
12,1015
8,1016
3,1017
1017,1
7,1018
5,1019
14,1020
9,1021
1021,13
1,1022
3,1023
8,1024
11,1025
1025,9
6,1026
2,1027
4,1028
12,1029
15,1030
9,1031
10,1032
1032,11
8,1033
1033,14
11,1034
1034,5
9,1035
14,1036
1036,10
13,1037
4,1038
5,1039
7,1040
15,1041
14,1042
10,1043
9,1044
7,1045
13,1046
15,1047
8,1048
4,1049
14,1050
1050,3
14,1051
4,1052
15,1053
0,1054
5,1055
1,1056
9,1057
12,1058
6,1059
0,1060
5,1061
1061,2
8,1062
6,1063
9,1064
1064,1
10,1065
1065,9
7,1066
2,1067
2,1068
11,1069
10,1070
1070,11
13,1071
10,1072
5,1073
11,1074
1074,12
3,1075
9,1076
14,1077
5,1078
0,1079
4,1080
1,1081
10,1082
13,1083
1,1084
11,1085
4,1086
9,1087
13,1088
15,1089
5,1090
15,1091
13,1092
5,1093
2,1094
1094,11
8,1095
2,1096
7,1097
11,1098
0,1099
4,1100
9,1101
9,1102
1102,1
9,1103
2,1104
12,1105
11,1106
15,1107
1,1108
11,1109
8,1110
4,1111
1111,11
12,1112
14,1113
1113,0
0,1114
0,1115
2,1116
13,1117
11,1118
7,1119
5,1120
8,1121
15,1122
13,1123
4,1124
9,1125
11,1126
7,1127
9,1128
3,1129
4,1130
0,1131
13,1132
14,1133
6,1134
5,1135
3,1136
2,1137
11,1138
12,1139
12,1140
6,1141
1141,10
8,1142
0,1143
1143,13
4,1144
4,1145
4,1146
10,1147
3,1148
2,1149
1149,12
9,1150
8,1151
15,1152
1,1153
5,1154
9,1155
1155,4
11,1156
13,1157
4,1158
12,1159
8,1160
14,1161
2,1162
3,1163
6,1164
12,1165
5,1166
6,1167
13,1168
8,1169
6,1170
4,1171
15,1172
12,1173
10,1174
8,1175
5,1176
5,1177
9,1178
6,1179
9,1180
1180,11
13,1181
9,1182
15,1183
2,1184
12,1185
1185,9
13,1186
1,1187
12,1188
12,1189
15,1190
1190,10
2,1191
2,1192
13,1193
6,1194
13,1195
11,1196
6,1197
2,1198
13,1199
6,1200
6,1201
10,1202
6,1203
11,1204
13,1205
7,1206
1206,5
3,1207
0,1208
15,1209
2,1210
9,1211
13,1212
12,1213
11,1214
10,1215
2,1216
13,1217
12,1218
1218,6
5,1219
1219,8
12,1220
15,1221
13,1222
1,1223
10,1224
3,1225
6,1226
1226,3
5,1227
15,1228
1228,3
9,1229
2,1230
12,1231
1231,1
0,1232
0,1233
0,1234
2,1235
1235,15
8,1236
11,1237
1237,12
12,1238
8,1239
4,1240
4,1241
11,1242
1,1243
6,1244
9,1245
8,1246
5,1247
3,1248
14,1249
2,1250
10,1251
6,1252
1,1253
6,1254
12,1255
12,1256
7,1257
9,1258
7,1259
0,1260
5,1261
11,1262
0,1263
7,1264
12,1265
15,1266
2,1267
12,1268
12,1269
6,1270
6,1271
6,1272
0,1273
3,1274
1274,15
5,1275
1,1276
1276,2
4,1277
0,1278
1278,14
9,1279
5,1280
1,1281
11,1282
1282,7
14,1283
7,1284
5,1285
8,1286
6,1287
4,1288
9,1289
3,1290
1290,15
14,1291
2,1292
11,1293
10,1294
1294,7
5,1295
4,1296
10,1297
2,1298
4,1299
3,1300
5,1301
5,1302
9,1303
3,1304
3,1305
7,1306
0,1307
6,1308
1308,15
13,1309
12,1310
12,1311
4,1312
3,1313
11,1314
6,1315
2,1316
4,1317
9,1318
5,1319
4,1320
13,1321
1,1322
6,1323
7,1324
3,1325
3,1326
1,1327
5,1328
14,1329
7,1330
0,1331
1,1332
5,1333
11,1334
14,1335
6,1336
0,1337
1337,5
11,1338
6,1339
15,1340
1340,2
1,1341
8,1342
1,1343
0,1344
0,1345
10,1346
14,1347
13,1348
0,1349
12,1350
15,1351
1,1352
5,1353
1,1354
1354,14
3,1355
5,1356
2,1357
10,1358
11,1359
13,1360
1360,6
14,1361
6,1362
9,1363
10,1364
14,1365
5,1366
15,1367
6,1368
13,1369
7,1370
3,1371
2,1372
5,1373
10,1374
6,1375
8,1376
0,1377
7,1378
14,1379
3,1380
9,1381
13,1382
11,1383
14,1384
0,1385
1385,2
7,1386
12,1387
1,1388
7,1389
4,1390
4,1391
7,1392
7,1393
10,1394
4,1395
11,1396
13,1397
12,1398
2,1399
2,1400
3,1401
1401,9
0,1402
1,1403
1403,15
0,1404
5,1405
4,1406
0,1407
7,1408
1,1409
9,1410
15,1411
15,1412
11,1413
0,1414
4,1415
6,1416
1,1417
12,1418
6,1419
1,1420
10,1421
1,1422
12,1423
11,1424
4,1425
9,1426
9,1427
6,1428
1,1429
10,1430
5,1431
0,1432
0,1433
13,1434
3,1435
1,1436
3,1437
5,1438
14,1439
9,1440
1,1441
10,1442
8,1443
7,1444
11,1445
8,1446
1,1447
1,1448
9,1449
15,1450
11,1451
0,1452
8,1453
7,1454
9,1455
0,1456
1456,13
1,1457
15,1458
0,1459
1459,11
1,1460
1460,3
8,1461
1461,12
14,1462
1462,5
7,1463
9,1464
9,1465
3,1466
14,1467
1467,1
14,1468
1,1469
7,1470
14,1471
1,1472
0,1473
8,1474
4,1475
10,1476
13,1477
15,1478
3,1479
1,1480
15,1481
15,1482
13,1483
3,1484
8,1485
13,1486
15,1487
4,1488
5,1489
7,1490
2,1491
15,1492
1492,7
0,1493
14,1494
1,1495
6,1496
5,1497
4,1498
0,1499
12,1500
12,1501
2,1502
1502,10
13,1503
0,1504
11,1505
11,1506
15,1507
1,1508
6,1509
1,1510
11,1511
12,1512
12,1513
9,1514
13,1515
10,1516
2,1517
15,1518
1,1519
6,1520
7,1521
6,1522
2,1523
11,1524
9,1525
1525,1
1,1526
15,1527
3,1528
10,1529
12,1530
1530,10
3,1531
11,1532
14,1533
9,1534
11,1535
5,1536
2,1537
10,1538
14,1539
4,1540
14,1541
1,1542
6,1543
1,1544
4,1545
1545,8
14,1546
1,1547
14,1548
10,1549
8,1550
7,1551
6,1552
4,1553
15,1554
1554,2
15,1555
0,1556
13,1557
5,1558
1,1559
9,1560
10,1561
6,1562
3,1563
4,1564
1564,7
8,1565
11,1566
9,1567
9,1568
12,1569
1569,10
10,1570
1570,7
5,1571
1571,11
3,1572
9,1573
1573,3
1,1574
1574,9
11,1575
10,1576
1,1577
10,1578
1578,14
2,1579
13,1580
6,1581
15,1582
10,1583
14,1584
10,1585
15,1586
7,1587
7,1588
8,1589
1,1590
10,1591
11,1592
15,1593
6,1594
15,1595
9,1596
3,1597
12,1598
13,1599
12,1600
1,1601
3,1602
15,1603
15,1604
3,1605
2,1606
0,1607
3,1608
4,1609
12,1610
6,1611
5,1612
11,1613
12,1614
2,1615
7,1616
6,1617
1617,14
8,1618
8,1619
5,1620
1,1621
7,1622
3,1623
13,1624
14,1625
14,1626
6,1627
15,1628
1628,5
15,1629
5,1630
12,1631
14,1632
10,1633
11,1634
14,1635
8,1636
1636,12
11,1637
7,1638
6,1639
14,1640
3,1641
1641,9
12,1642
7,1643
3,1644
6,1645
11,1646
2,1647
15,1648
3,1649
3,1650
5,1651
0,1652
3,1653
11,1654
0,1655
7,1656
0,1657
1,1658
1658,0
12,1659
4,1660
0,1661
11,1662
2,1663
0,1664
9,1665
0,1666
3,1667
0,1668
11,1669
9,1670
4,1671
14,1672
5,1673
0,1674
5,1675
4,1676
1676,15
13,1677
7,1678
1678,14
12,1679
1,1680
7,1681
13,1682
3,1683
7,1684
1,1685
5,1686
0,1687
9,1688
8,1689
15,1690
0,1691
12,1692
8,1693
15,1694
1694,8
6,1695
7,1696
6,1697
13,1698
13,1699
1699,5
9,1700
8,1701
14,1702
1702,0
11,1703
8,1704
5,1705
5,1706
14,1707
10,1708
14,1709
13,1710
13,1711
5,1712
9,1713
1713,13
9,1714
5,1715
2,1716
13,1717
7,1718
11,1719
6,1720
11,1721
7,1722
1722,6
11,1723
1,1724
4,1725
0,1726
13,1727
8,1728
8,1729
0,1730
1730,4
5,1731
1731,14
4,1732
1,1733
8,1734
10,1735
5,1736
0,1737
3,1738
1738,1
2,1739
1739,4
5,1740
1740,13
11,1741
1741,1
11,1742
14,1743
4,1744
5,1745
1745,3
10,1746
1,1747
3,1748
13,1749
1,1750
15,1751
0,1752
3,1753
3,1754
1754,13
6,1755
11,1756
1,1757
1757,9
6,1758
9,1759
14,1760
7,1761
4,1762
1,1763
4,1764
10,1765
11,1766
8,1767
6,1768
6,1769
11,1770
2,1771
11,1772
1,1773
0,1774
1,1775
10,1776
1776,11
14,1777
6,1778
10,1779
11,1780
7,1781
1,1782
1782,9
0,1783
13,1784
10,1785
12,1786
12,1787
5,1788
4,1789
12,1790
5,1791
1791,15
2,1792
2,1793
9,1794
2,1795
6,1796
1796,0
10,1797
3,1798
1,1799
8,1800
10,1801
5,1802
11,1803
0,1804
14,1805
15,1806
1806,9
1,1807
9,1808
14,1809
5,1810
1810,0
8,1811
0,1812
8,1813
5,1814
7,1815
10,1816
10,1817
5,1818
8,1819
13,1820
6,1821
9,1822
10,1823
1,1824
0,1825
1825,14
13,1826
13,1827
0,1828
1,1829
10,1830
14,1831
2,1832
0,1833
12,1834
11,1835
9,1836
3,1837
3,1838
5,1839
0,1840
2,1841
1,1842
8,1843
7,1844
5,1845
14,1846
1846,7
10,1847
5,1848
12,1849
3,1850
1850,12
7,1851
9,1852
12,1853
8,1854
8,1855
9,1856
1,1857
12,1858
15,1859
13,1860
1860,4
9,1861
10,1862
14,1863
13,1864
0,1865
7,1866
5,1867
12,1868
2,1869
11,1870
2,1871
11,1872
0,1873
1873,7
0,1874
14,1875
1,1876
7,1877
6,1878
1,1879
15,1880
14,1881
10,1882
7,1883
1,1884
15,1885
15,1886
14,1887
1887,5
5,1888
3,1889
9,1890
9,1891
10,1892
4,1893
13,1894
3,1895
15,1896
5,1897
1,1898
12,1899
7,1900
5,1901
1901,1
7,1902
5,1903
15,1904
3,1905
6,1906
8,1907
1907,10
5,1908
14,1909
15,1910
9,1911
0,1912
14,1913
8,1914
3,1915
2,1916
12,1917
4,1918
15,1919
13,1920
0,1921
12,1922
1922,3
1,1923
5,1924
9,1925
3,1926
12,1927
1,1928
6,1929
2,1930
5,1931
2,1932
2,1933
11,1934
9,1935
6,1936
11,1937
4,1938
11,1939
1,1940
9,1941
1941,4
7,1942
12,1943
7,1944
6,1945
1945,12
5,1946
2,1947
6,1948
3,1949
13,1950
8,1951
11,1952
4,1953
3,1954
13,1955
14,1956
9,1957
10,1958
7,1959
13,1960
1960,8
8,1961
3,1962
6,1963
8,1964
4,1965
10,1966
10,1967
8,1968
13,1969
8,1970
6,1971
4,1972
10,1973
1,1974
12,1975
0,1976
7,1977
8,1978
12,1979
6,1980
9,1981
3,1982
11,1983
0,1984
4,1985
2,1986
15,1987
3,1988
13,1989
7,1990
15,1991
8,1992
11,1993
1993,6
10,1994
1994,1
3,1995
15,1996
6,1997
1,1998
0,1999
2,2000
9,2001
11,2002
15,2003
6,2004
2004,7
1,2005
13,2006
3,2007
8,2008
0,2009
0,2010
9,2011
8,2012
8,2013
1,2014
9,2015
6,2016
9,2017
8,2018
11,2019
10,2020
2,2021
13,2022
15,2023
10,2024
13,2025
4,2026
5,2027
1,2028
2,2029
4,2030
7,2031
8,2032
14,2033
0,2034
5,2035
9,2036
13,2037
11,2038
0,2039
2,2040
15,2041
5,2042
7,2043
2043,9
7,2044
3,2045
2045,15
11,2046
5,2047
4,2048
5,2049
2,2050
4,2051
11,2052
14,2053
0,2054
3,2055
4,2056
10,2057
5,2058
13,2059
9,2060
6,2061
1,2062
2062,2
8,2063
6,2064
7,2065
2065,0
14,2066
8,2067
8,2068
0,2069
0,2070
0,2071
10,2072
2,2073
10,2074
14,2075
15,2076
11,2077
2077,8
15,2078
4,2079
14,2080
9,2081
5,2082
7,2083
1,2084
1,2085
10,2086
2,2087
14,2088
5,2089
6,2090
10,2091
3,2092
2092,12
7,2093
14,2094
6,2095
5,2096
9,2097
4,2098
7,2099
5,2100
8,2101
10,2102
10,2103
13,2104
15,2105
5,2106
8,2107
3,2108
8,2109
5,2110
2,2111
11,2112
15,2113
2113,7
10,2114
9,2115
13,2116
2116,15
0,2117
2,2118
13,2119
8,2120
1,2121
2121,3
14,2122
13,2123
2123,11
7,2124
15,2125
4,2126
6,2127
2,2128
0,2129
2129,8
15,2130
2130,9
10,2131
7,2132
8,2133
5,2134
3,2135
13,2136
6,2137
6,2138
1,2139
11,2140
4,2141
4,2142
5,2143
6,2144
10,2145
11,2146
5,2147
1,2148
8,2149
1,2150
2150,14
5,2151
7,2152
7,2153
11,2154
15,2155
15,2156
15,2157
14,2158
12,2159
1,2160
2160,11
10,2161
2161,11
10,2162
15,2163
10,2164
2164,5
3,2165
11,2166
4,2167
2167,13
0,2168
3,2169
14,2170
2,2171
3,2172
1,2173
4,2174
11,2175
7,2176
7,2177
12,2178
15,2179
2179,3
5,2180
9,2181
8,2182
13,2183
2183,9
14,2184
0,2185
15,2186
1,2187
2,2188
5,2189
14,2190
5,2191
2191,11
8,2192
2192,5
4,2193
11,2194
2,2195
6,2196
8,2197
5,2198
3,2199
12,2200
11,2201
15,2202
2202,10
4,2203
3,2204
12,2205
14,2206
0,2207
7,2208
13,2209
12,2210
8,2211
15,2212
15,2213
4,2214
14,2215
13,2216
10,2217
3,2218
3,2219
6,2220
13,2221
4,2222
8,2223
7,2224
